accepted,adaptive_node_count,adaptive_topology_steps,base_topology_steps,boundary_polynomial_passed,boundary_projective_passed,boundary_reciprocal_passed,collision_projective_passed,collision_reciprocal_passed,component_id,decay_cosine,dynamic_delta,dynamic_multiplier,epsilon_id,evaluation_elapsed_seconds,family,inserted_node_count,job_id,maximum_boundary_polynomial_residual,maximum_boundary_projective_step,maximum_boundary_reciprocal_residual,maximum_pair_projective_step,maximum_reciprocal_product_residual,minimum_alternate_branch_separation,projective_step_ratio_from_previous,refinement_depth,soft_cosine,state_cache_hit,state_stable_from_previous,state_u,state_v,step_ratio_passed,valid_for_full_MTS_claim,valid_for_local_GR_claim,valid_for_numeric_UV_claim
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.231775899999775,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00010955815803631824,8.437695238614093e-15,0.9999996597530377,,0,-0.6633333333333333,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.370829900028184,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.5131302888604434e-05,8.437695238614093e-15,0.9999996597530377,0.5032149488158477,0,-0.6633333333333333,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,0.9640918999211863,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00011809695574172232,9.103829034989462e-15,0.9999996925158466,,0,-0.5804166666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.269527200027369,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.9427492679896357e-05,9.103829034989462e-15,0.9999996925158466,0.5032093529139235,0,-0.5804166666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1984808000270277,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.0001246721426286507,9.769962770707366e-15,0.004099018892147709,,0,-0.4975,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.3328912999713793,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.273558574724379e-05,9.769962770707366e-15,0.004099018892147709,0.5032045204686056,0,-0.4975,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.216238700086251,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00012966514602210982,1.0880185978951269e-14,0.9999998049711438,,0,-0.4145833333333333,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.1343981999671087,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.524755909203095e-05,1.0880185978951269e-14,0.9999998049711438,0.5032004443268454,0,-0.4145833333333333,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2729725999524817,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013332528694424118,7.32747219433713e-15,0.9999998659812418,,0,-0.33166666666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.035567299928516,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.708890020734526e-05,7.32747219433713e-15,0.9999998659812418,0.5031971184536279,0,-0.33166666666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.426615700009279,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013582270863978538,6.661338204219802e-15,0.9999999204725373,,0,-0.24875000000000003,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.389653699938208,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.834524511166738e-05,7.327472252089373e-15,0.9999999204725373,0.503194537909897,0,-0.24875000000000003,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1275899999309331,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013727547488008197,6.883383029327855e-15,0.9999999631475301,,0,-0.1658333333333334,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.365238100057468,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.90760166885715e-05,9.214851346922138e-15,0.9999999631475301,0.5031926988335927,0,-0.1658333333333334,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2660390000091866,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013776448491233166,6.88338322422227e-15,0.9999999902483883,,0,-0.08291666666666664,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.295201899949461,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.932193136927601e-05,7.105427497394524e-15,0.9999999902483883,0.5031915984253125,0,-0.08291666666666664,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.0972037999890745,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013734191369759648,5.995204388121219e-15,0.9999999995308002,,0,0.0,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.2678589000133798,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.91092471620202e-05,5.995204539096996e-15,0.9999999995308002,0.5031912349363866,0,0.0,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.4166215000441298,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.000136035775303293,6.439293557429924e-15,0.9999999902483883,,0,0.08291666666666664,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.6862881000852212,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.84520604746537e-05,6.439293557429924e-15,0.9999999902483883,0.503191607663787,0,0.08291666666666664,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.401512400014326,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.0001338517930171367,6.883383029327855e-15,0.9999999631475301,,0,0.1658333333333334,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,3.202889999956824,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.735324739637718e-05,7.771561365983625e-15,0.004766195473889053,0.5031927169459293,0,0.1658333333333334,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.8078356999903917,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013077298097201448,6.550316169206735e-15,0.9999999204725372,,0,0.24874999999999992,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.646545800031163,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.580425316446987e-05,6.550316169206735e-15,0.9999999204725372,0.5031945641626998,0,0.24874999999999992,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.0444713000906631,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00012675674984306324,6.661338346274283e-15,0.9999998659812418,,0,0.33166666666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.618931600009091,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.378363548497361e-05,8.548717592812994e-15,0.9999998659812418,0.5031971517409821,0,0.33166666666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2683418999658898,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00012172864708996065,7.549516699021439e-15,0.9999998049711439,,0,0.4145833333333334,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.3842599999625236,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.125391403038276e-05,8.88178451728558e-15,0.9999998049711439,0.5032004831624762,0,0.4145833333333334,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.074774399981834,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00011557063212622808,6.217248953026465e-15,0.9999997443163764,,0,0.49749999999999994,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.3115898000542074,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.815566943184953e-05,6.217248953026465e-15,0.9999997443163764,0.5032045629752288,0,0.49749999999999994,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1799617001088336,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00010809916673855056,9.325873611046755e-15,0.9999996925158466,,0,0.5804166666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.6514195000054315,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.439651649013597e-05,9.325873611046755e-15,0.9999996925158466,0.5032093968096885,0,0.5804166666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2998895000200719,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,9.90217280225923e-05,7.105427424602631e-15,0.999999659753038,,0,0.6633333333333332,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.6941771999699995,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,4.9829218015246996e-05,7.327471982578896e-15,0.999999659753038,0.5032149913994454,0,0.6633333333333332,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1990002000238746,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,8.784016561706954e-05,7.771561505895312e-15,0.9999996579680582,,0,0.74625,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.3872629000106826,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,4.420304713050311e-05,8.881784679412972e-15,0.9999996579680582,0.5032213546044744,0,0.74625,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1914266999810934,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,7.359183684894694e-05,1.2434498125846633e-14,0.9999997009426672,,0,0.8291666666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.5750035000965,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,3.703350933406473e-05,1.2434498125846633e-14,0.9999997009426672,0.5032284954386848,0,0.8291666666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2753247000509873,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.387288482664053e-05,7.549516944256152e-15,0.9999998043991369,,0,0.9120833333333332,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.5544114999938756,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,2.711079791642733e-05,8.215650543191033e-15,0.9999998043991369,0.5032364241058954,0,0.9120833333333332,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.4383694999851286,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,1.3103524955754144e-05,1.2212454426402864e-14,0.9999999861139639,,0,0.995,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.854068099986762,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.594285408538856e-06,1.2212454426402864e-14,0.9999999861139639,0.5032451520339274,0,0.995,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2559108999557793,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,4.5747504326322566e-05,1.1324275019337549e-14,0.9999998842795491,,0,-0.9535416666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.2738257000455633,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,2.30220050592888e-05,1.1324275019337549e-14,0.0013670938914457115,0.503240677241539,0,-0.9535416666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.0986844999715686,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,7.388760393099619e-05,6.6613381479715205e-15,0.9999997440492232,,0,-0.870625,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.385408899979666,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,3.7182631532476444e-05,6.883382829737184e-15,0.9999997440492232,0.5032323360654839,0,-0.870625,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1426820999477059,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,8.740001705842612e-05,9.769962726340407e-15,0.9999996862326981,,0,-0.8099894463395079,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.4247041000053287,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,4.398202583150002e-05,9.992007433972861e-15,0.9999996862326981,0.5032267419593114,0,-0.8099894463395079,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1803455000044778,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,9.486205619350712e-05,7.105427360909724e-15,0.9999996645007273,,0,-0.7685311130061745,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.272699100081809,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,4.773678371225412e-05,8.770762099763291e-15,0.9999996645007273,0.5032231603210967,0,-0.7685311130061745,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.2683774000033736,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00010437116227431201,8.437695079272987e-15,0.9999996541712117,,0,-0.7047916666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.235448300023563,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.2521451254151505e-05,8.659739905810976e-15,0.9999996541712117,0.5032180356113383,0,-0.7047916666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.3099740999750793,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00011410443756855357,7.993605901562036e-15,0.9999996730505725,,0,-0.621875,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.1895263000624254,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,5.741872850679203e-05,7.993605901562036e-15,0.9999996730505725,0.5032120549412905,0,-0.621875,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1526827999623492,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00012160216231504981,7.549517015880258e-15,0.9999997167131291,,0,-0.5389583333333333,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.8628686000593007,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.119104004641553e-05,8.881784610591549e-15,0.9999997167131291,0.5032068417326355,0,-0.5389583333333333,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.0360362000064924,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00012734853643473656,7.105427358428182e-15,0.9999997741068852,,0,-0.4560416666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.2237468999810517,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.408208767572963e-05,7.105427358428182e-15,0.9999997741068852,0.5032023882627843,0,-0.4560416666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.457888999953866,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013164973232937283,7.327472078030525e-15,0.9999998358988708,,0,-0.373125,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.652360000065528,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.624597257590006e-05,1.0436096594237455e-14,0.9999998358988708,0.5031986879408162,0,-0.373125,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.4707970999879763,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013471095370047695,6.5503188637398836e-15,0.9999998944092993,,0,-0.29020833333333335,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.2995653999969363,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.778597739787848e-05,7.77156180840706e-15,0.9999998944092993,0.5031957352822043,0,-0.29020833333333335,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1515463999239728,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013667386858588488,9.103829158461296e-15,0.9999999435576638,,0,-0.2072916666666667,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.0525826000375673,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.877340583048848e-05,9.103829158461296e-15,0.9999999435576638,0.5031935258880286,0,-0.2072916666666667,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1581827000482008,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013763658375266533,6.66133832068683e-15,0.9999999788202351,,0,-0.12437500000000001,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.5939048000145704,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.925763561847627e-05,7.771561195253548e-15,0.9999999788202351,0.5031920564298015,0,-0.12437500000000001,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.4036038999911398,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013766486323112657,6.661338190984912e-15,0.9999999971985452,,0,-0.04145833333333332,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.5069452000316232,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.92717648848644e-05,6.661338190984912e-15,0.9999999971985452,0.503191324634257,0,-0.04145833333333332,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.1909166999394074,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013679841635986354,8.215650576993657e-15,0.9999999971985452,,0,0.04145833333333332,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.455493099987507,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.883577697101778e-05,8.215650576993657e-15,0.9999999971985452,0.5031913292763388,0,0.04145833333333332,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.5317455000476912,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.00013505402346465794,6.439293806610948e-15,0.999999978820235,,0,0.12437500000000001,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.5999364000745118,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.795811365247493e-05,6.550316279572251e-15,0.999999978820235,0.5031920701737462,0,0.12437500000000001,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.3142383000813425,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.000132426248940735,7.771561417410623e-15,0.9999999435576636,,0,0.20729166666666665,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.686219900031574,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.663603407735898e-05,7.771561417410623e-15,0.9999999435576636,0.5031935481853054,0,0.20729166666666665,False,True,0,0,True,False,False,False
False,2049,2048,2048,True,True,True,True,True,MC03,-0.995,0,0.0,E040,1.7264204999664798,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,0.0001288858461122926,7.549516894625319e-15,0.9999998944092993,,0,0.2902083333333333,False,False,0,0,False,False,False,False
True,4097,4096,4096,True,True,True,True,True,MC03,-0.995,0,0.0,E040,2.619442499941215,direct:g1:minus/direct:g2:plus,0,Y00_E040_MC03,0.0,0.0,0.0,6.485481195972744e-05,7.993605942737248e-15,0.9999998944092993,0.5031957652139885,0,0.2902083333333333,False,True,0,0,True,False,False,False
