row_type,status,t_count,t_index,t_lower,t_upper,projective_denominator_abs_lower,collision_jacobian_abs_lower,integrated_regular_path_abs_upper,parameter_area_coverage_error,runtime_seconds,error_type,error,leaf_union_theorem
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,4.800147700007074,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,4.816129099985119,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,4.816141599963885,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,4.954326100007165,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,4.9543361000251025,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,4.829483000037726,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,4.829491999989841,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,4.880741300003137,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,4.880752300028689,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,5.3425342999980785,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,5.342543500009924,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,14.748002099920996,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,14.748354599927552,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,8.097157899988815,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,8.097175300004892,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,6.966068500070833,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,6.966083700070158,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,5.613982700044289,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,5.613998800050467,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,5.228557700058445,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,5.228566800011322,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,5.402914199978113,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,5.402928599971347,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,5.360426899977028,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,5.360436999937519,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,5.203138399985619,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,5.20314709993545,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,5.562334300018847,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,5.562346899998374,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,6.498841100023128,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,6.498851299984381,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,6.558215799974278,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,6.558228099951521,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,4.755726399947889,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,4.755737000028603,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,4.982572800014168,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,4.98258260008879,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,4.716401399928145,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,4.716411899891682,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,5.285841100034304,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,5.285850399988703,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,4.763295999960974,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,4.763304900028743,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,4.876870199921541,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,4.876879599993117,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,4.809611300006509,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,4.809622899978422,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,4.741764499922283,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,4.741773499990813,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,4.848227499984205,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,4.848236399935558,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,6.383012900012545,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,6.383023299975321,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,5.894125199993141,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,5.894137500086799,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,6.003928900114261,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,6.003939800080843,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,5.459775099996477,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,5.459782799938694,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,5.498459800030105,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,5.498470299993642,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,5.372145400033332,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,5.372154999990016,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.25015,nan,nan,nan,nan,5.284179099951871,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,1.0,nan,nan,nan,nan,5.284197499975562,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.125175,nan,nan,nan,nan,6.358337500016205,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,1.0,nan,nan,nan,nan,6.358346999972127,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,16,0,0.0002,0.06268750000000001,nan,nan,nan,nan,5.774133799946867,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,16,-1,0.0002,1.0,nan,nan,nan,nan,5.774143400019966,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,4,0,0.0002,0.12515,nan,nan,nan,nan,5.502602800028399,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,4,-1,0.0002,0.5,nan,nan,nan,nan,5.502628999995068,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
leaf,FAIL,8,0,0.0002,0.06267500000000001,nan,nan,nan,nan,5.700924300006591,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
schedule,FAIL,8,-1,0.0002,0.5,nan,nan,nan,nan,5.700935599976219,IntervalSingularity,no displaced first-spinor rational pivot survives: away_arc_left_first,D=union_i D_i; every complete parent-v53 amplitude leaf is finite; sum integrated uppers and minimize denominator lowers
